 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Out-Dez/2020
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0211 Métodos diagnósticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"411373 LUIZIANA";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;7
"411375 LUNARDELLI";-;-;-;-;6;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"411380 LUPIONOPOLIS";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;5
"411390 MALLET";-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;9
"411400 MAMBORE";-;-;-;1;3;2;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;9
"411410 MANDAGUACU";-;-;-;-;15;3;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;21
"411420 MANDAGUARI";-;-;-;3;38;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2;-;-;-;45
"411430 MANDIRITUBA";-;3;-;-;10;2;-;-;-;-;-;-;1;-;1;-;1;1;-;-;1;-;-;-;-;-;1;21
"411435 MANFRINOPOLIS";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;5
"411440 MANGUEIRINHA";-;-;-;-;10;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;13
"411450 MANOEL RIBAS";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;8
"411460 MARECHAL CANDIDO RONDON";-;-;-;-;35;8;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;49
"411470 MARIA HELENA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"411480 MARIALVA";-;-;-;-;22;2;-;-;-;-;-;-;-;-;2;-;2;-;-;-;1;-;-;4;1;-;-;34
"411490 MARILANDIA DO SUL";-;-;-;-;5;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;9
"411500 MARILENA";-;-;-;1;1;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;5
"411510 MARILUZ";-;-;-;1;6;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;10
"411520 MARINGA";-;-;-;-;227;42;5;2;-;-;-;2;1;-;5;1;4;-;-;-;5;1;-;15;4;-;-;314
"411530 MARIOPOLIS";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"411535 MARIPA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"411540 MARMELEIRO";-;-;-;-;7;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;11
"411545 MARQUINHO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"411550 MARUMBI";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"411560 MATELANDIA";-;-;-;1;10;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;16
"411570 MATINHOS";-;-;-;-;15;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;1;-;-;-;20
"411573 MATO RICO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"411575 MAUA DA SERRA";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;8
"411580 MEDIANEIRA";-;-;-;-;28;2;-;-;-;-;-;-;2;-;2;-;1;-;-;1;3;-;-;2;-;-;-;41
"411585 MERCEDES";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"411590 MIRADOR";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"411600 MIRASELVA";-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"411605 MISSAL";-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;6
"411610 MOREIRA SALES";-;-;-;-;11;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;15
"411620 MORRETES";-;-;-;-;10;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"411640 NOSSA SENHORA DAS GRACAS";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;7
"411660 NOVA AMERICA DA COLINA";-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"411670 NOVA AURORA";-;-;-;-;3;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;7
"411680 NOVA CANTU";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"411690 NOVA ESPERANCA";-;-;-;-;15;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;1;-;-;1;-;-;-;20
"411695 NOVA ESPERANCA DO SUDOESTE";-;-;-;-;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;8
"411700 NOVA FATIMA";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"411705 NOVA LARANJEIRAS";-;-;-;-;5;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"411710 NOVA LONDRINA";-;-;-;1;3;1;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;8
"411720 NOVA OLIMPIA";-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"411721 NOVA SANTA BARBARA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"411722 NOVA SANTA ROSA";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"411725 NOVA PRATA DO IGUACU";-;-;-;-;6;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;11
"411727 NOVA TEBAS";-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"411729 NOVO ITACOLOMI";-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;5
"411730 ORTIGUEIRA";-;1;-;-;11;3;1;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;5;-;-;-;24
"411740 OURIZONA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"411745 OURO VERDE DO OESTE";-;-;-;-;5;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6
"411750 PAICANDU";-;-;-;-;28;2;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;1;-;-;-;34
"411760 PALMAS";-;-;-;-;31;2;1;-;-;-;-;-;7;-;-;-;-;-;-;-;1;-;-;-;1;-;-;43
"411770 PALMEIRA";-;-;-;1;12;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;18
"411780 PALMITAL";-;-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;6
"411790 PALOTINA";-;-;-;-;15;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;20
"411800 PARAISO DO NORTE";-;-;-;4;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;11
"411810 PARANACITY";-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;9
"411820 PARANAGUA";-;2;-;-;48;9;2;-;-;-;-;1;1;-;2;-;-;-;-;-;-;-;-;3;1;-;2;71
"411830 PARANAPOEMA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"411840 PARANAVAI";-;-;-;23;34;4;2;-;-;-;-;-;1;-;2;5;1;-;-;-;1;-;-;6;-;-;-;79
"411845 PATO BRAGADO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"411850 PATO BRANCO";-;-;-;-;43;8;-;-;-;-;-;1;-;-;1;3;1;-;-;-;2;-;-;4;2;-;1;66
"411860 PAULA FREITAS";-;-;-;-;8;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"411870 PAULO FRONTIN";-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"411880 PEABIRU";-;-;-;-;8;1;1;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;13
"411885 PEROBAL";-;-;-;-;5;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;9
"411890 PEROLA";-;-;-;-;11;2;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;15
"411900 PEROLA D'OESTE";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"411910 PIEN";-;-;-;-;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;6
"411915 PINHAIS";-;-;1;1;77;12;1;2;-;-;-;2;8;-;4;5;1;-;-;-;7;-;-;8;-;-;1;130
"411920 PINHALAO";-;-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;9
"411930 PINHAO";-;-;-;2;28;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;33
"411940 PIRAI DO SUL";-;-;-;1;21;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;3;-;-;-;-;-;-;27
"411950 PIRAQUARA";-;-;-;2;59;9;1;2;-;-;-;-;2;-;5;-;-;-;-;-;4;-;-;4;-;-;1;89
"411960 PITANGA";-;-;-;-;23;2;3;-;-;-;-;-;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;32
"411965 PITANGUEIRAS";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"411970 PLANALTINA DO PARANA";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;7
"411980 PLANALTO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"411990 PONTA GROSSA";-;-;-;2;204;20;10;2;-;-;1;11;1;-;9;13;1;2;-;-;8;-;-;9;1;-;1;295
"411995 PONTAL DO PARANA";-;-;-;-;11;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;15
"412000 PORECATU";-;-;-;-;13;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;16
"412010 PORTO AMAZONAS";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"412015 PORTO BARREIRO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"412020 PORTO RICO";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3
"412030 PORTO VITORIA";-;-;-;-;1;-;-;-;-;-;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"412033 PRADO FERREIRA";-;-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;7
"412035 PRANCHITA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"412040 PRESIDENTE CASTELO BRANCO";-;-;-;-;5;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"412050 PRIMEIRO DE MAIO";-;-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;10
"412060 PRUDENTOPOLIS";-;-;-;-;32;2;-;2;-;-;-;-;2;-;-;-;-;1;-;-;3;-;-;2;-;-;-;44
"412065 QUARTO CENTENARIO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"412070 QUATIGUA";-;-;-;-;9;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"412080 QUATRO BARRAS";-;-;-;-;19;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;24
"412085 QUATRO PONTES";-;-;-;-;3;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;7
"412090 QUEDAS DO IGUACU";-;-;-;-;19;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;25
"412100 QUERENCIA DO NORTE";-;-;-;1;5;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;9
"412110 QUINTA DO SOL";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"412120 QUITANDINHA";-;-;-;1;12;1;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;1;-;-;1;19
"412125 RAMILANDIA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"412135 RANCHO ALEGRE D'OESTE";-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"412140 REALEZA";-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"412150 REBOUCAS";-;-;-;-;10;2;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;14
"412160 RENASCENCA";-;-;-;-;3;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;6
"412170 RESERVA";-;-;-;-;12;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;16
"412175 RESERVA DO IGUACU";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"412180 RIBEIRAO CLARO";-;-;-;-;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;10
"412190 RIBEIRAO DO PINHAL";-;-;-;-;13;3;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;20
"412200 RIO AZUL";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"412210 RIO BOM";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"412215 RIO BONITO DO IGUACU";-;-;-;-;4;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;7
"412217 RIO BRANCO DO IVAI";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"412220 RIO BRANCO DO SUL";1;-;-;-;24;-;-;-;-;-;-;1;1;-;2;1;-;-;-;-;3;-;1;5;-;-;-;39
"412230 RIO NEGRO";-;1;-;-;19;6;3;-;-;-;-;-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;-;33
"412240 ROLANDIA";-;-;-;-;57;14;1;-;-;-;-;1;-;-;-;-;3;-;-;1;-;-;-;1;-;-;-;78
"412250 RONCADOR";-;-;-;-;9;1;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;13
"412260 RONDON";-;-;-;-;3;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;7
"412270 SABAUDIA";-;-;-;-;13;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;16
"412290 SALTO DO ITARARE";-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"412300 SALTO DO LONTRA";-;-;-;-;7;2;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;13
"412310 SANTA AMELIA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;4
"412320 SANTA CECILIA DO PAVAO";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"412330 SANTA CRUZ DE MONTE CASTELO";-;-;-;1;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"412340 SANTA FE";-;-;-;-;4;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;7
"412350 SANTA HELENA";-;-;-;-;11;3;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;3;-;-;-;20
"412360 SANTA INES";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"412370 SANTA ISABEL DO IVAI";-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7
"412380 SANTA IZABEL DO OESTE";-;-;-;-;12;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;15
"412382 SANTA LUCIA";-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"412385 SANTA MARIA DO OESTE";-;-;-;-;3;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;6
"412390 SANTA MARIANA";-;-;-;-;12;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;18
"412395 SANTA MONICA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"412400 SANTANA DO ITARARE";-;-;-;-;8;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;11
"412402 SANTA TEREZA DO OESTE";-;-;-;-;8;2;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;13
"412405 SANTA TEREZINHA DE ITAIPU";-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;17
"412410 SANTO ANTONIO DA PLATINA";-;-;-;-;38;5;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;-;-;2;-;-;-;49
"412420 SANTO ANTONIO DO CAIUA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;4
"412430 SANTO ANTONIO DO PARAISO";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"412440 SANTO ANTONIO DO SUDOESTE";-;-;-;-;10;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;1;-;-;15
"412450 SANTO INACIO";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"412460 SAO CARLOS DO IVAI";-;-;-;2;3;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;7
"412470 SAO JERONIMO DA SERRA";-;-;-;-;11;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;15
"412480 SAO JOAO";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"412490 SAO JOAO DO CAIUA";-;-;-;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;5
"412500 SAO JOAO DO IVAI";-;-;-;-;13;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"412510 SAO JOAO DO TRIUNFO";-;-;-;-;9;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;13
"412520 SAO JORGE D'OESTE";-;-;-;-;7;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"412530 SAO JORGE DO IVAI";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"412535 SAO JORGE DO PATROCINIO";-;-;-;1;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7
"412540 SAO JOSE DA BOA VISTA";-;-;-;1;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"412545 SAO JOSE DAS PALMEIRAS";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"412550 SAO JOSE DOS PINHAIS";-;5;-;4;137;34;7;1;-;-;-;3;7;-;7;3;1;1;-;1;9;3;-;11;-;-;2;236
"412555 SAO MANOEL DO PARANA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"412560 SAO MATEUS DO SUL";-;-;-;-;20;5;1;2;-;-;-;-;1;-;1;1;1;-;-;-;1;-;-;1;1;-;-;35
"412570 SAO MIGUEL DO IGUACU";-;-;-;-;8;3;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;-;-;1;-;-;-;16
"412575 SAO PEDRO DO IGUACU";-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;4
"412580 SAO PEDRO DO IVAI";-;-;-;1;7;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;11
"412590 SAO PEDRO DO PARANA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"412600 SAO SEBASTIAO DA AMOREIRA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;7
"412610 SAO TOME";-;-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;6
"412620 SAPOPEMA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"412625 SARANDI";-;-;-;1;66;8;3;-;-;-;-;2;-;-;1;4;-;-;-;-;1;-;-;7;-;-;-;93
"412627 SAUDADE DO IGUACU";-;-;-;-;7;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;9
"412630 SENGES";-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2;1;-;-;14
"412635 SERRANOPOLIS DO IGUACU";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"412640 SERTANEJA";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"412650 SERTANOPOLIS";-;-;-;-;13;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;16
"412660 SIQUEIRA CAMPOS";-;-;-;-;17;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"412665 SULINA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"412667 TAMARANA";-;-;-;-;11;3;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;16
"412670 TAMBOARA";-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"412680 TAPEJARA";-;-;-;-;12;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;18
"412690 TAPIRA";-;-;-;-;5;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;8
"412700 TEIXEIRA SOARES";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"412710 TELEMACO BORBA";-;-;-;-;49;4;4;2;-;1;-;1;1;-;-;1;-;-;-;-;1;-;-;1;-;-;1;66
"412720 TERRA BOA";-;-;-;1;16;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;20
"412730 TERRA RICA";-;-;-;2;7;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"412740 TERRA ROXA";-;-;-;-;15;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;20
"412750 TIBAGI";-;-;-;2;8;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;13
"412760 TIJUCAS DO SUL";-;-;-;-;15;1;1;-;-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;1;-;-;-;22
"412770 TOLEDO";-;-;-;2;69;6;1;2;-;-;-;2;-;-;4;2;1;-;-;-;3;-;-;11;-;-;-;103
"412780 TOMAZINA";-;-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;8
"412785 TRES BARRAS DO PARANA";-;-;-;-;11;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"412788 TUNAS DO PARANA";-;-;-;1;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"412790 TUNEIRAS DO OESTE";-;-;-;-;6;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;1;-;-;13
"412795 TUPASSI";-;-;-;-;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;1;-;-;8
"412796 TURVO";-;-;-;1;2;1;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;7
