 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Jul-Set/2021
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0211 Métodos diagnósticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"314450 NAZARENO";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"314460 NEPOMUCENO";-;-;-;-;21;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;28
"314465 NINHEIRA";-;-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"314467 NOVA BELEM";-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"314470 NOVA ERA";-;-;-;-;10;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;13
"314480 NOVA LIMA";-;-;-;-;41;6;3;-;-;-;-;-;-;-;1;3;-;-;-;-;-;-;-;1;-;-;-;1;56
"314490 NOVA MODICA";-;-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"314500 NOVA PONTE";-;-;-;3;9;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"314505 NOVA PORTEIRINHA";-;-;-;-;9;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;11
"314510 NOVA RESENDE";-;-;-;2;14;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;19
"314520 NOVA SERRANA";-;-;-;-;83;3;1;-;-;-;-;-;2;-;1;1;-;-;-;-;2;-;-;-;-;-;-;-;93
"314530 NOVO CRUZEIRO";-;-;-;-;20;-;1;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;24
"314535 NOVO ORIENTE DE MINAS";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;7
"314537 NOVORIZONTE";-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"314540 OLARIA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"314545 OLHOS-D'AGUA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"314550 OLIMPIO NORONHA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"314560 OLIVEIRA";-;-;-;-;29;3;1;-;-;-;-;2;-;-;-;3;2;-;-;-;1;-;-;7;-;-;-;-;48
"314570 OLIVEIRA FORTES";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314580 ONCA DE PITANGUI";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"314585 ORATORIOS";-;-;-;-;4;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"314587 ORIZANIA";-;-;-;-;9;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;11
"314590 OURO BRANCO";-;-;-;1;17;4;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;25
"314600 OURO FINO";-;-;-;-;29;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;35
"314610 OURO PRETO";-;-;-;-;57;4;3;-;-;-;-;-;-;-;-;1;2;-;-;-;2;-;-;3;-;-;-;-;72
"314620 OURO VERDE DE MINAS";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"314625 PADRE CARVALHO";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;7
"314630 PADRE PARAISO";-;-;-;-;11;5;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;19
"314640 PAINEIRAS";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"314650 PAINS";-;-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"314655 PAI PEDRO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
"314660 PAIVA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314670 PALMA";-;-;-;-;5;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;10
"314675 PALMOPOLIS";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"314690 PAPAGAIOS";-;-;-;-;15;-;-;-;-;-;-;-;3;-;1;-;-;1;-;-;2;-;-;-;-;-;-;-;22
"314700 PARACATU";-;-;-;-;69;3;1;2;-;-;-;-;-;-;1;3;1;-;-;-;1;1;-;1;-;-;-;-;83
"314710 PARA DE MINAS";-;-;-;1;57;8;2;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;3;-;-;-;-;74
"314720 PARAGUACU";-;-;-;-;12;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;17
"314730 PARAISOPOLIS";-;-;-;-;24;1;6;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;34
"314740 PARAOPEBA";-;-;-;-;22;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;26
"314760 PASSA QUATRO";-;-;-;-;14;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"314770 PASSA TEMPO";-;-;-;-;7;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"314780 PASSA-VINTE";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"314790 PASSOS";-;-;-;4;102;25;-;1;-;-;-;-;-;-;1;1;2;-;-;-;8;-;-;16;1;-;-;-;161
"314795 PATIS";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"314800 PATOS DE MINAS";-;-;-;-;103;8;-;1;-;-;-;3;-;-;1;7;-;2;-;-;1;-;-;2;1;-;-;-;129
"314810 PATROCINIO";-;-;-;-;50;2;3;4;-;-;-;1;1;-;-;4;2;-;-;-;1;-;-;6;-;-;1;-;75
"314820 PATROCINIO DO MURIAE";-;-;-;-;4;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;8
"314830 PAULA CANDIDO";-;-;-;-;10;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;16
"314840 PAULISTAS";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"314850 PAVAO";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"314860 PECANHA";-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;16
"314870 PEDRA AZUL";-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
"314875 PEDRA BONITA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;5
"314880 PEDRA DO ANTA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314890 PEDRA DO INDAIA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"314900 PEDRA DOURADA";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"314910 PEDRALVA";-;-;-;-;10;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;15
"314915 PEDRAS DE MARIA DA CRUZ";-;-;-;-;5;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;8
"314920 PEDRINOPOLIS";-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"314930 PEDRO LEOPOLDO";-;-;-;-;58;5;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;2;-;-;-;-;68
"314940 PEDRO TEIXEIRA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"314950 PEQUERI";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"314960 PEQUI";-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"314970 PERDIGAO";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"314980 PERDIZES";-;-;-;-;7;2;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;12
"314990 PERDOES";-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;25
"314995 PERIQUITO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;4
"315000 PESCADOR";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315010 PIAU";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315015 PIEDADE DE CARATINGA";-;-;-;1;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"315020 PIEDADE DE PONTE NOVA";-;-;-;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;5
"315030 PIEDADE DO RIO GRANDE";-;-;-;-;6;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"315040 PIEDADE DOS GERAIS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315050 PIMENTA";-;-;-;-;14;3;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"315053 PINGO-D'AGUA";-;-;-;-;6;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;9
"315057 PINTOPOLIS";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;5
"315060 PIRACEMA";-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;6
"315070 PIRAJUBA";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;7
"315080 PIRANGA";-;-;-;-;18;-;2;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;23
"315090 PIRANGUCU";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"315100 PIRANGUINHO";-;-;-;-;21;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
"315110 PIRAPETINGA";-;-;-;-;10;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;13
"315120 PIRAPORA";-;-;-;-;40;4;2;-;-;-;-;2;-;-;1;1;1;1;-;-;2;-;-;3;-;-;-;-;57
"315130 PIRAUBA";-;-;-;-;13;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"315140 PITANGUI";-;-;-;1;27;1;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;32
"315150 PIUMHI";-;-;-;1;59;5;2;-;-;-;-;2;-;-;1;-;-;-;-;-;4;-;-;3;-;-;-;-;77
"315160 PLANURA";-;-;-;-;9;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;13
"315170 POCO FUNDO";-;-;-;-;16;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"315180 POCOS DE CALDAS";-;-;-;1;136;17;1;-;-;-;-;1;-;-;4;-;1;4;-;-;3;-;-;11;-;-;-;-;179
"315190 POCRANE";-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315200 POMPEU";-;-;-;-;29;3;1;-;-;-;-;-;4;-;-;1;1;-;-;-;-;-;-;2;-;-;-;-;41
"315210 PONTE NOVA";-;-;-;8;40;5;4;-;-;-;-;1;3;-;1;1;-;1;-;-;1;-;-;1;-;-;-;-;66
"315213 PONTO CHIQUE";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315217 PONTO DOS VOLANTES";-;-;-;-;13;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"315220 PORTEIRINHA";-;1;-;-;25;2;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;30
"315230 PORTO FIRME";-;-;-;-;10;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;15
"315240 POTE";-;-;-;-;7;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;10
"315250 POUSO ALEGRE";-;-;-;3;110;5;1;-;-;-;-;1;-;-;1;1;4;1;-;-;4;-;-;9;2;-;-;-;142
"315260 POUSO ALTO";-;-;-;-;9;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"315270 PRADOS";-;-;-;-;8;2;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;13
"315280 PRATA";-;-;-;-;15;1;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;4;-;-;-;-;23
"315290 PRATAPOLIS";-;-;-;-;8;2;2;-;-;-;-;-;-;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;16
"315300 PRATINHA";-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315310 PRESIDENTE BERNARDES";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
"315320 PRESIDENTE JUSCELINO";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315330 PRESIDENTE KUBITSCHEK";-;-;-;-;5;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;9
"315340 PRESIDENTE OLEGARIO";-;-;-;1;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"315350 ALTO JEQUITIBA";-;-;-;1;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"315360 PRUDENTE DE MORAIS";-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;11
"315370 QUARTEL GERAL";-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315380 QUELUZITO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315390 RAPOSOS";-;-;-;-;13;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;17
"315400 RAUL SOARES";-;-;-;1;18;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
"315410 RECREIO";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;8
"315415 REDUTO";-;-;-;1;9;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;12
"315420 RESENDE COSTA";-;-;-;-;20;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
"315430 RESPLENDOR";-;-;-;-;29;-;-;2;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;33
"315440 RESSAQUINHA";-;-;-;-;6;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"315445 RIACHINHO";1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315450 RIACHO DOS MACHADOS";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;5
"315460 RIBEIRAO DAS NEVES";-;2;-;13;212;23;12;5;-;-;-;-;-;-;-;3;1;-;-;-;1;-;-;15;-;-;1;1;289
"315470 RIBEIRAO VERMELHO";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;5
"315480 RIO ACIMA";-;-;-;-;4;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;7
"315490 RIO CASCA";1;-;-;3;9;-;-;-;-;-;-;1;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;17
"315500 RIO DOCE";-;-;-;1;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315510 RIO DO PRADO";-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6
"315520 RIO ESPERA";-;-;-;-;13;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"315530 RIO MANSO";-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315540 RIO NOVO";-;-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"315550 RIO PARANAIBA";-;-;-;-;6;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;8
"315560 RIO PARDO DE MINAS";1;-;-;-;14;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;19
"315570 RIO PIRACICABA";-;-;-;-;11;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2;-;-;-;-;16
"315580 RIO POMBA";-;-;-;-;16;1;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;21
"315590 RIO PRETO";-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315600 RIO VERMELHO";-;-;-;-;6;1;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;10
"315610 RITAPOLIS";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"315620 ROCHEDO DE MINAS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315630 RODEIRO";-;-;-;-;12;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"315640 ROMARIA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315645 ROSARIO DA LIMEIRA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;6
"315650 RUBELITA";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;7
"315660 RUBIM";-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;19
"315670 SABARA";-;2;-;-;97;7;8;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;2;-;-;-;-;119
"315680 SABINOPOLIS";-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"315690 SACRAMENTO";-;-;-;4;22;1;-;1;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;31
"315700 SALINAS";-;-;-;-;36;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;2;-;-;-;-;42
"315710 SALTO DA DIVISA";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"315720 SANTA BARBARA";-;-;-;-;25;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;30
"315725 SANTA BARBARA DO LESTE";-;-;-;2;6;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"315727 SANTA BARBARA DO MONTE VERDE";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;5
"315730 SANTA BARBARA DO TUGURIO";-;-;-;-;6;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;9
"315733 SANTA CRUZ DE MINAS";-;-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;8
"315737 SANTA CRUZ DE SALINAS";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;7
"315740 SANTA CRUZ DO ESCALVADO";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;7
"315750 SANTA EFIGENIA DE MINAS";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"315760 SANTA FE DE MINAS";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315765 SANTA HELENA DE MINAS";-;-;-;-;4;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"315770 SANTA JULIANA";-;-;-;-;9;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"315780 SANTA LUZIA";-;1;-;5;191;12;3;-;-;-;-;2;-;-;2;2;3;-;-;-;1;-;-;5;1;-;-;-;228
"315790 SANTA MARGARIDA";-;-;-;-;17;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"315800 SANTA MARIA DE ITABIRA";-;-;-;-;9;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;12
"315810 SANTA MARIA DO SALTO";-;-;-;-;3;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"315820 SANTA MARIA DO SUACUI";-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;14
"315830 SANTANA DA VARGEM";-;-;-;-;14;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;16
"315840 SANTANA DE CATAGUASES";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315850 SANTANA DE PIRAPAMA";-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"315860 SANTANA DO DESERTO";-;-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"315870 SANTANA DO GARAMBEU";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315880 SANTANA DO JACARE";-;-;-;1;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"315890 SANTANA DO MANHUACU";-;-;-;-;9;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"315895 SANTANA DO PARAISO";-;-;-;-;17;4;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;2;-;-;-;-;26
"315900 SANTANA DO RIACHO";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;5
"315910 SANTANA DOS MONTES";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"315920 SANTA RITA DE CALDAS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"315930 SANTA RITA DE JACUTINGA";-;-;-;2;4;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"315935 SANTA RITA DE MINAS";-;-;-;-;9;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"315940 SANTA RITA DE IBITIPOCA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"315950 SANTA RITA DO ITUETO";-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"315960 SANTA RITA DO SAPUCAI";-;-;-;1;75;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;80
"315970 SANTA ROSA DA SERRA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315980 SANTA VITORIA";-;-;-;-;15;-;2;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;2;1;-;-;-;22
"315990 SANTO ANTONIO DO AMPARO";-;-;-;-;17;3;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;23
