 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Jul-Set/2022
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0211 Métodos diagnósticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"230760 LIMOEIRO DO NORTE";-;-;-;2;51;4;2;2;-;-;-;1;-;-;1;-;-;-;-;-;2;-;-;2;-;-;-;-;67
"230763 MADALENA";-;-;-;3;8;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;13
"230765 MARACANAU";-;-;-;1;82;14;5;1;-;-;-;3;-;-;4;6;5;1;-;-;3;-;-;4;-;-;-;1;130
"230770 MARANGUAPE";-;-;-;7;44;4;3;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;2;-;-;-;-;63
"230780 MARCO";-;-;-;-;15;-;2;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;20
"230790 MARTINOPOLE";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"230800 MASSAPE";-;-;-;-;14;2;1;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;21
"230810 MAURITI";-;-;-;1;31;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;1;-;-;-;41
"230820 MERUOCA";-;-;-;3;8;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2;-;-;-;-;16
"230830 MILAGRES";-;-;-;-;19;3;1;-;-;-;-;-;1;-;2;-;1;-;-;-;-;-;-;2;-;-;-;-;29
"230835 MILHA";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"230837 MIRAIMA";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;5
"230840 MISSAO VELHA";-;-;-;1;23;2;4;-;-;-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;34
"230850 MOMBACA";-;-;-;-;26;3;1;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;34
"230860 MONSENHOR TABOSA";-;-;-;-;12;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;14
"230870 MORADA NOVA";-;-;-;-;30;3;2;1;-;-;-;-;-;-;2;-;1;-;-;-;1;1;-;4;-;-;-;-;45
"230880 MORAUJO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"230890 MORRINHOS";-;-;-;-;6;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;10
"230900 MUCAMBO";-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;11
"230910 MULUNGU";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"230920 NOVA OLINDA";-;-;-;1;6;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;10
"230930 NOVA RUSSAS";-;-;-;1;15;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;20
"230940 NOVO ORIENTE";-;-;-;-;25;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;27
"230945 OCARA";-;-;-;1;11;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"230950 OROS";-;-;-;-;8;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"230960 PACAJUS";-;-;-;-;25;2;3;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;32
"230970 PACATUBA";-;-;-;-;23;2;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;3;-;-;-;-;31
"230980 PACOTI";-;-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"230990 PACUJA";-;-;-;-;7;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"231000 PALHANO";-;-;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"231010 PALMACIA";-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"231020 PARACURU";-;-;-;2;9;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;3;-;-;-;-;17
"231025 PARAIPABA";-;-;-;-;17;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"231030 PARAMBU";-;-;-;-;18;-;1;-;-;-;-;-;-;-;1;1;1;-;-;-;1;-;-;-;-;-;-;-;23
"231040 PARAMOTI";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"231050 PEDRA BRANCA";-;-;-;-;26;2;3;2;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;37
"231060 PENAFORTE";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"231070 PENTECOSTE";-;-;-;1;11;1;-;1;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;1;-;-;-;-;18
"231080 PEREIRO";-;-;-;1;9;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;12
"231085 PINDORETAMA";-;-;-;1;6;1;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;13
"231090 PIQUET CARNEIRO";-;-;-;-;6;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;10
"231095 PIRES FERREIRA";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"231100 PORANGA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;5
"231110 PORTEIRAS";-;-;-;3;5;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;10
"231120 POTENGI";-;-;-;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"231123 POTIRETAMA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"231126 QUITERIANOPOLIS";-;-;-;-;5;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"231130 QUIXADA";-;-;-;4;43;2;3;1;-;-;-;-;-;-;2;1;1;-;-;-;-;-;-;4;-;-;-;-;61
"231135 QUIXELO";-;-;-;1;11;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;15
"231140 QUIXERAMOBIM";-;-;-;3;53;3;2;1;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;2;-;-;-;-;67
"231150 QUIXERE";-;-;-;-;7;1;1;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;13
"231160 REDENCAO";-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
"231170 RERIUTABA";-;-;-;6;6;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;15
"231180 RUSSAS";-;-;-;3;30;8;2;2;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;3;1;-;-;-;52
"231190 SABOEIRO";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"231195 SALITRE";-;-;-;-;8;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;11
"231200 SANTANA DO ACARAU";-;-;-;-;12;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;15
"231210 SANTANA DO CARIRI";-;-;-;1;14;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;17
"231220 SANTA QUITERIA";-;-;-;-;27;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;30
"231230 SAO BENEDITO";-;-;-;-;21;5;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;29
"231240 SAO GONCALO DO AMARANTE";-;-;-;-;36;6;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;46
"231250 SAO JOAO DO JAGUARIBE";-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"231260 SAO LUIS DO CURU";-;-;-;-;5;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;8
"231270 SENADOR POMPEU";-;-;-;1;18;1;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;25
"231280 SENADOR SA";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"231290 SOBRAL";-;-;-;1;144;8;11;7;-;-;-;2;2;-;1;5;2;1;-;-;2;-;-;7;2;-;-;-;195
"231300 SOLONOPOLE";-;-;-;-;6;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"231310 TABULEIRO DO NORTE";-;-;-;-;18;5;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2;-;-;-;-;28
"231320 TAMBORIL";-;-;-;-;24;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;28
"231325 TARRAFAS";-;-;-;-;4;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;7
"231330 TAUA";-;-;-;4;44;-;-;3;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;2;-;-;-;-;56
"231335 TEJUCUOCA";-;-;-;2;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;8
"231340 TIANGUA";-;-;-;9;28;4;-;1;-;-;-;-;-;-;-;2;1;-;-;-;2;-;-;-;1;-;-;-;48
"231350 TRAIRI";-;-;-;-;19;1;1;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;24
"231355 TURURU";-;-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"231360 UBAJARA";-;-;-;-;11;1;3;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;3;-;-;-;-;20
"231370 UMARI";-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;9
"231375 UMIRIM";-;-;-;-;9;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;14
"231380 URUBURETAMA";-;-;-;-;10;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"231390 URUOCA";-;-;-;-;8;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"231395 VARJOTA";-;-;-;-;10;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;14
"231400 VARZEA ALEGRE";-;-;-;-;46;9;3;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2;-;-;-;-;62
"231410 VICOSA DO CEARA";-;-;-;2;12;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;4;-;-;-;-;23
"240010 ACARI";-;-;-;-;8;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;11
"240020 ACU";-;-;-;-;32;5;3;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;3;-;-;-;-;46
"240030 AFONSO BEZERRA";-;-;-;-;4;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;8
"240040 AGUA NOVA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"240050 ALEXANDRIA";-;-;-;1;9;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"240060 ALMINO AFONSO";-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"240070 ALTO DO RODRIGUES";-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;11
"240080 ANGICOS";-;-;-;-;7;1;2;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;1;-;-;-;-;14
"240100 APODI";-;-;-;-;14;1;1;-;-;-;-;1;-;-;1;1;-;-;-;-;1;-;-;2;-;-;-;-;22
"240110 AREIA BRANCA";-;-;-;-;16;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;20
"240120 ARES";-;-;-;-;5;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;7
"240130 AUGUSTO SEVERO";-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;6
"240140 BAIA FORMOSA";-;-;-;-;6;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;8
"240145 BARAUNA";-;-;-;-;10;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;14
"240150 BARCELONA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"240160 BENTO FERNANDES";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
"240165 BODO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"240170 BOM JESUS";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"240180 BREJINHO";-;-;-;-;8;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"240185 CAICARA DO NORTE";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"240190 CAICARA DO RIO DO VENTO";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"240200 CAICO";-;-;-;-;62;1;5;1;-;-;-;-;2;-;-;4;-;-;-;-;1;-;-;4;1;-;-;-;81
"240210 CAMPO REDONDO";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"240220 CANGUARETAMA";-;-;-;-;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"240230 CARAUBAS";-;-;-;-;4;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;9
"240240 CARNAUBA DOS DANTAS";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;4
"240250 CARNAUBAIS";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;5
"240260 CEARA-MIRIM";-;-;-;12;26;4;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;1;-;-;-;49
"240270 CERRO CORA";-;-;-;-;7;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"240280 CORONEL EZEQUIEL";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"240290 CORONEL JOAO PESSOA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"240300 CRUZETA";-;-;-;-;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"240310 CURRAIS NOVOS";-;-;-;-;27;2;1;1;-;-;-;1;1;-;1;1;-;-;-;-;1;-;-;2;-;-;-;-;38
"240320 DOUTOR SEVERIANO";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"240325 PARNAMIRIM";-;-;-;-;45;6;2;-;-;-;-;3;-;-;1;-;1;-;-;-;2;-;-;7;-;-;-;1;68
"240330 ENCANTO";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
"240340 EQUADOR";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"240350 ESPIRITO SANTO";-;-;-;-;8;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"240360 EXTREMOZ";-;-;-;-;26;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2;-;-;-;-;30
"240370 FELIPE GUERRA";-;-;-;-;5;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"240375 FERNANDO PEDROZA";-;-;-;-;4;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"240380 FLORANIA";-;-;-;-;9;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"240390 FRANCISCO DANTAS";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"240400 FRUTUOSO GOMES";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"240420 GOIANINHA";-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;13
"240430 GOVERNADOR DIX-SEPT ROSADO";-;-;-;-;6;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;10
"240440 GROSSOS";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"240450 GUAMARE";-;-;-;1;3;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6
"240460 IELMO MARINHO";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"240470 IPANGUACU";-;-;-;-;6;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"240480 IPUEIRA";-;-;-;-;5;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;8
"240485 ITAJA";-;-;-;-;4;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;7
"240490 ITAU";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"240500 JACANA";-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"240510 JANDAIRA";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"240520 JANDUIS";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"240530 JANUARIO CICCO";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;8
"240540 JAPI";-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"240550 JARDIM DE ANGICOS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"240560 JARDIM DE PIRANHAS";-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"240570 JARDIM DO SERIDO";-;-;-;-;13;2;1;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;19
"240580 JOAO CAMARA";-;-;-;-;8;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;10
"240590 JOAO DIAS";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"240600 JOSE DA PENHA";-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;6
"240610 JUCURUTU";-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;13
"240615 JUNDIA";-;-;-;-;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"240620 LAGOA D'ANTA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"240630 LAGOA DE PEDRAS";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"240640 LAGOA DE VELHOS";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"240650 LAGOA NOVA";-;-;-;-;6;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"240660 LAGOA SALGADA";-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"240670 LAJES";-;-;-;1;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"240680 LAJES PINTADAS";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;5
"240690 LUCRECIA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"240700 LUIS GOMES";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;6
"240710 MACAIBA";-;-;-;-;19;4;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4;1;-;-;-;33
"240720 MACAU";-;-;-;-;23;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;30
"240725 MAJOR SALES";-;-;-;-;3;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"240730 MARCELINO VIEIRA";-;-;-;-;2;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;5
"240740 MARTINS";-;-;-;-;5;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"240750 MAXARANGUAPE";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"240760 MESSIAS TARGINO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"240770 MONTANHAS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;3
"240780 MONTE ALEGRE";-;-;-;-;3;1;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;8
"240790 MONTE DAS GAMELEIRAS";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"240800 MOSSORO";-;-;-;-;81;34;5;3;-;-;-;2;-;-;7;2;-;-;-;-;5;1;-;6;-;-;-;-;146
"240810 NATAL";-;1;-;10;232;42;7;12;-;-;-;2;-;-;13;4;5;3;-;-;3;-;-;21;3;-;1;1;360
"240820 NISIA FLORESTA";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;8
"240830 NOVA CRUZ";-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;1;-;-;-;-;24
"240840 OLHO-D'AGUA DO BORGES";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;6
"240850 OURO BRANCO";-;-;-;-;6;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"240860 PARANA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"240870 PARAU";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"240880 PARAZINHO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"240890 PARELHAS";-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;9
"240895 RIO DO FOGO";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"240910 PASSA E FICA";-;-;-;-;12;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"240920 PASSAGEM";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"240930 PATU";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"240933 SANTA MARIA";-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;10
"240940 PAU DOS FERROS";-;-;-;-;14;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"240950 PEDRA GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"240960 PEDRA PRETA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"240980 PEDRO VELHO";-;-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
