 Procedimentos hospitalares do SUS - por local de residência - Brasil
Média permanência por Município e Subgrupo proced.
Período:Jul-Set/2020
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0211 Métodos diagnósticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0501 Coleta e exames para fins de doação de orgãos, tecidos e células e de transplante";"0503 Ações relacionadas à doação de orgãos e tecidos para transplante";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"350520 BARIRI";...;...;...;0,8;5,9;3,9;5,1;3,6;1,7;-;...;7,9;3,7;0,4;0,7;3,0;2,3;3,8;...;1,9;...;3,7;1,0;4,0;1,2;...;-;9,0;5,7;4,2
"350530 BARRA BONITA";...;...;...;0,6;6,0;5,5;3,9;3,6;1,4;1,0;2,0;8,1;...;1,0;4,9;5,9;4,4;2,8;...;1,5;9,0;-;...;6,4;1,6;...;...;...;4,0;4,9
"350535 BARRA DO CHAPEU";...;...;...;...;4,9;30,0;...;...;2,0;...;...;...;0,7;...;-;13,8;3,0;2,0;...;2,1;10,0;...;...;6,0;8,0;...;-;...;...;4,8
"350540 BARRA DO TURVO";...;...;...;1,7;5,4;...;1,0;7,0;3,6;...;...;23,0;2,0;...;...;2,3;4,0;2,3;...;2,1;...;...;...;8,0;0,7;...;...;...;...;4,2
"350550 BARRETOS";-;...;...;1,6;12,7;3,7;6,0;5,0;1,8;1,5;2,3;4,8;0,4;-;2,7;3,2;3,8;1,3;0,8;2,5;55,0;2,6;12,0;6,0;1,6;2,0;1,0;49,0;15,1;6,9
"350560 BARRINHA";...;...;...;0,9;10,4;3,4;7,0;7,5;2,1;19,0;...;...;1,7;-;2,3;1,4;2,0;0,5;...;2,1;3,0;0,3;...;3,0;3,7;...;...;...;7,0;5,7
"350570 BARUERI";3,8;...;...;1,2;7,7;5,2;4,5;5,2;2,4;0,1;1,1;12,3;1,1;0,1;2,2;2,5;3,5;1,2;1,4;2,1;8,1;1,9;5,5;3,9;4,4;...;-;17,7;9,5;4,5
"350580 BASTOS";...;...;...;1,3;7,2;3,6;2,4;4,0;1,9;0,7;...;15,8;2,0;...;0,7;3,4;1,8;1,8;...;1,7;1,0;...;...;11,4;1,9;...;...;...;27,8;4,9
"350590 BATATAIS";...;13,0;...;0,7;6,8;4,4;4,0;3,6;1,5;1,5;...;4,0;3,0;-;2,9;2,4;2,4;0,7;...;1,5;16,5;2,7;...;4,4;2,8;...;2,0;...;6,5;4,6
"350600 BAURU";3,4;18,0;...;0,9;10,2;6,2;6,6;8,1;2,5;1,4;1,6;9,6;2,1;0,8;4,5;4,8;4,4;1,9;2,6;2,7;15,2;7,1;0,1;4,6;8,0;...;0,1;9,7;7,3;6,2
"350610 BEBEDOURO";...;...;...;1,3;6,1;3,5;1,4;6,5;1,4;-;...;6,3;4,7;-;3,6;4,2;2,9;3,3;0,2;1,2;...;-;...;4,7;1,7;...;0,7;...;14,3;3,7
"350620 BENTO DE ABREU";...;...;...;...;3,3;1,0;...;...;...;...;...;...;...;...;2,0;...;...;4,0;...;1,6;...;...;...;2,0;...;...;...;...;...;2,5
"350630 BERNARDINO DE CAMPOS";...;...;...;0,6;9,1;3,0;4,0;8,6;2,8;...;...;1,0;...;...;5,7;3,7;2,1;1,5;1,0;1,9;...;25,0;...;9,0;-;...;...;13,0;2,3;6,4
"350635 BERTIOGA";...;...;...;1,0;6,7;4,1;4,9;6,1;2,5;...;...;19,0;14,0;0,1;1,3;4,8;2,3;2,5;7,0;2,5;6,5;1,0;...;1,9;2,6;...;...;9,0;17,3;4,5
"350640 BILAC";2,0;...;...;1,3;5,7;2,0;6,0;...;...;...;...;2,0;...;...;2,0;1,2;3,9;1,0;...;-;4,0;-;...;2,4;...;...;...;...;...;4,0
"350650 BIRIGUI";...;...;...;1,4;8,2;4,9;5,4;4,7;2,0;0,5;1,0;9,2;8,8;-;3,6;4,0;3,2;2,0;1,0;2,6;8,4;5,8;...;5,6;2,5;1,0;...;5,7;8,2;5,6
"350660 BIRITIBA-MIRIM";...;...;...;0,8;7,9;4,7;4,0;3,0;3,1;-;...;11,3;1,0;-;6,4;2,1;5,1;2,7;...;2,7;12,0;...;...;2,4;6,0;...;-;...;-;5,1
"350670 BOA ESPERANCA DO SUL";...;...;...;0,9;8,8;5,7;...;3,3;1,7;...;...;5,0;...;-;1,7;2,8;3,8;1,6;...;2,5;21,0;-;...;9,3;6,5;...;...;...;...;4,8
"350680 BOCAINA";...;...;...;1,0;9,6;3,6;8,3;3,0;...;-;...;3,0;3,0;-;3,8;1,8;1,5;2,7;...;2,4;15,0;...;...;4,0;0,3;...;...;...;...;6,3
"350690 BOFETE";...;...;...;1,0;6,3;3,4;5,5;...;2,8;-;...;21,0;3,8;-;10,7;9,0;1,9;1,0;...;3,2;...;4,0;...;8,0;8,6;...;...;...;...;5,7
"350700 BOITUVA";0,5;...;...;0,9;5,3;3,5;8,1;7,5;2,3;2,0;...;10,0;3,8;0,3;3,1;4,3;3,3;5,1;2,3;2,4;3,2;10,3;...;5,4;2,9;...;...;9,0;5,3;4,4
"350710 BOM JESUS DOS PERDOES";...;...;...;0,9;11,4;7,2;9,1;4,0;2,2;0,5;2,0;-;1,4;...;2,5;2,0;2,4;0,8;10,0;2,1;1,5;...;...;4,7;10,3;...;...;...;...;5,7
"350715 BOM SUCESSO DE ITARARE";...;...;...;0,7;6,1;...;5,3;...;2,2;...;...;...;...;...;4,3;1,0;6,4;-;...;1,8;...;...;...;6,1;4,5;...;...;...;6,0;4,6
"350720 BORA";...;...;...;...;11,0;...;...;...;...;...;...;...;...;...;...;1,0;1,0;...;...;2,0;...;...;...;2,0;...;...;...;...;...;6,7
"350730 BORACEIA";...;...;...;1,0;5,3;2,0;2,0;...;1,0;...;...;...;-;-;1,0;5,3;2,3;2,0;...;1,8;13,0;...;...;2,0;1,7;...;...;...;...;3,4
"350740 BORBOREMA";...;...;...;1,2;5,9;4,2;2,7;7,5;1,0;0,2;...;3,0;2,0;-;1,5;2,5;2,6;2,1;...;1,8;...;-;...;1,0;3,2;...;...;10,0;...;3,9
"350745 BOREBI";...;...;...;0,3;10,2;...;...;...;1,5;-;...;14,5;-;-;12,0;...;3,5;0,5;1,0;2,3;...;...;...;2,0;...;...;...;...;...;4,8
"350750 BOTUCATU";1,0;...;...;2,3;7,3;4,4;4,1;3,2;2,9;1,7;1,0;4,3;1,6;0,9;5,4;4,3;2,9;2,1;1,1;3,1;5,8;4,9;...;5,9;4,1;...;-;9,4;5,4;5,3
"350760 BRAGANCA PAULISTA";2,0;...;...;0,8;8,1;5,1;5,8;3,5;2,4;1,1;4,0;3,6;5,3;0,4;3,4;2,8;3,0;1,9;2,3;2,3;3,4;3,0;...;5,4;3,9;...;-;16,0;8,2;4,7
"350770 BRAUNA";...;...;...;1,3;10,2;6,0;3,0;...;1,5;...;...;...;...;-;...;11,2;4,0;1,5;...;2,0;5,5;...;...;1,3;5,5;...;...;...;...;6,1
"350775 BREJO ALEGRE";...;...;...;...;6,2;1,0;3,5;...;...;...;...;...;...;1,0;...;...;...;...;...;2,0;...;...;...;4,5;...;...;...;...;...;5,3
"350780 BRODOWSKI";...;...;...;0,8;8,5;3,6;3,0;3,3;2,8;1,0;...;9,0;...;-;6,6;2,2;1,8;1,1;2,0;1,9;3,3;1,2;...;3,4;3,0;...;...;...;-;4,6
"350790 BROTAS";...;...;...;0,8;7,0;5,7;3,9;6,6;1,6;-;...;5,0;...;2,5;3,0;3,0;2,0;2,2;...;1,9;...;...;...;4,9;1,3;...;-;10,0;6,0;4,6
"350800 BURI";...;...;...;1,3;8,0;10,0;4,3;3,0;2,2;24,0;...;10,5;-;-;-;4,8;5,2;1,0;...;2,1;2,0;...;1,0;5,6;1,6;...;-;...;...;5,1
"350810 BURITAMA";...;...;...;0,9;5,2;1,5;4,6;10,2;1,4;-;...;...;3,5;-;3,6;3,3;4,9;1,5;...;1,6;2,0;...;...;2,0;1,0;...;-;...;...;4,3
"350820 BURITIZAL";...;...;...;...;4,3;5,5;1,3;9,0;2,0;...;...;1,0;-;-;3,0;1,5;-;...;...;1,0;...;...;...;3,0;1,5;...;...;...;...;3,0
"350830 CABRALIA PAULISTA";...;...;...;0,5;2,9;2,0;3,5;0,5;2,4;...;...;2,0;...;-;6,3;12,1;3,6;1,0;...;1,5;18,0;...;...;3,3;...;...;...;...;...;3,4
"350840 CABREUVA";...;...;...;0,5;9,5;3,7;3,5;3,8;1,9;0,1;2,5;...;2,9;-;2,3;3,8;2,9;3,5;0,5;2,3;9,7;7,0;...;8,7;12,8;...;1,0;7,0;5,0;4,9
"350850 CACAPAVA";3,0;8,0;...;1,3;6,8;3,0;6,7;6,7;2,0;1,0;...;8,0;12,8;0,2;4,1;3,6;3,7;2,1;1,0;2,5;5,0;7,0;...;9,0;2,3;...;-;9,0;11,2;4,4
"350860 CACHOEIRA PAULISTA";1,0;...;...;0,8;8,7;4,1;14,7;3,5;2,5;...;...;37,0;3,5;0,1;4,5;4,2;5,5;3,5;...;2,4;9,5;0,5;...;5,2;4,7;...;...;...;29,0;6,3
"350870 CACONDE";...;...;...;1,5;15,8;5,5;2,1;3,1;1,9;1,0;...;...;2,5;...;9,5;1,2;2,0;1,2;-;2,0;...;-;...;3,4;3,0;...;-;...;...;8,8
"350880 CAFELANDIA";...;...;...;1,2;5,4;2,4;1,9;3,9;2,0;-;...;2,0;...;-;4,4;4,2;3,6;1,6;...;2,1;...;...;...;6,2;2,8;...;...;...;...;4,3
"350890 CAIABU";...;...;...;0,7;9,6;5,3;...;5,7;2,0;-;...;1,0;0,7;-;19,5;5,6;4,0;1,8;...;3,5;10,0;-;...;3,0;7,5;...;...;...;...;6,1
"350900 CAIEIRAS";...;...;...;2,1;7,9;4,5;4,7;3,1;2,5;2,0;...;16,5;1,3;0,2;1,2;3,1;7,0;4,0;0,5;2,7;9,2;...;...;4,8;2,2;...;...;13,0;14,3;5,7
"350910 CAIUA";...;...;...;1,0;6,8;7,6;...;2,5;2,3;-;...;12,0;1,0;-;6,3;2,4;2,0;3,5;...;2,2;...;7,0;...;5,5;4,0;...;...;...;...;5,4
"350920 CAJAMAR";...;...;1,0;1,7;9,9;10,7;8,1;5,4;2,8;0,5;...;6,5;1,6;-;3,6;3,7;5,8;1,3;-;3,4;...;3,0;-;5,4;3,8;...;-;9,0;10,0;6,2
"350925 CAJATI";...;...;...;1,4;7,1;5,2;2,8;5,0;2,7;...;...;24,0;1,0;-;1,0;4,2;4,1;2,5;2,0;2,7;11,0;...;...;4,8;1,6;...;...;...;1,0;5,1
"350930 CAJOBI";...;...;...;2,0;5,0;2,5;2,3;7,5;2,0;-;...;6,0;-;0,5;2,8;2,2;3,6;1,8;...;1,9;8,0;...;...;5,3;1,3;...;...;...;...;4,0
"350940 CAJURU";...;...;...;0,9;6,6;3,2;4,0;4,7;1,7;2,7;...;2,9;-;-;2,0;2,5;2,0;1,4;...;2,1;5,0;9,3;...;4,5;5,3;...;1,0;...;3,0;4,4
"350945 CAMPINA DO MONTE ALEGRE";...;...;...;2,0;4,3;3,0;9,6;...;1,0;1,0;...;...;...;-;1,0;2,5;3,8;2,3;...;2,2;...;...;...;...;2,0;...;...;...;9,0;3,8
"350950 CAMPINAS";3,0;13,0;...;0,9;8,3;5,3;7,8;4,6;2,5;1,4;2,9;10,0;1,9;1,0;5,3;4,7;4,5;3,1;1,5;2,6;7,9;8,7;0,6;5,9;3,9;2,5;0,1;14,8;12,9;5,9
"350960 CAMPO LIMPO PAULISTA";1,0;...;...;1,0;6,6;3,7;3,4;2,8;2,2;0,1;5,0;16,8;1,6;...;3,1;3,5;4,2;2,0;1,4;1,9;3,0;...;...;5,9;8,7;...;-;12,0;5,0;4,4
"350970 CAMPOS DO JORDAO";4,0;...;...;1,5;8,2;2,3;10,5;7,2;2,5;1,0;1,0;14,5;6,0;0,3;5,4;2,4;3,1;1,0;2,0;2,3;11,4;3,0;...;5,8;4,2;3,0;-;...;19,0;5,9
"350980 CAMPOS NOVOS PAULISTA";27,0;...;...;1,0;6,7;2,0;2,0;6,7;2,5;...;...;-;...;-;...;16,0;4,5;2,0;...;2,5;...;...;...;14,0;11,0;...;...;...;...;5,6
"350990 CANANEIA";...;...;...;1,5;6,6;7,0;13,3;6,0;2,8;2,0;...;13,3;1,0;1,5;2,0;2,3;8,4;4,3;1,5;2,0;9,0;...;...;6,0;1,3;...;...;9,0;...;5,0
"350995 CANAS";...;...;...;0,3;8,8;2,0;...;...;3,5;...;...;...;2,0;-;2,0;...;5,0;...;...;2,2;...;...;...;2,0;...;...;...;...;...;5,5
"351000 CANDIDO MOTA";...;...;...;3,9;7,3;5,8;10,5;2,6;1,4;...;...;3,7;2,0;-;1,7;4,7;2,5;4,6;1,0;1,9;...;8,0;...;4,3;2,4;...;...;2,5;...;5,6
"351010 CANDIDO RODRIGUES";...;...;...;1,0;3,8;3,0;3,0;...;...;...;...;-;...;...;1,0;-;1,3;...;...;1,0;4,0;-;...;...;2,0;...;...;...;...;2,0
"351015 CANITAR";18,0;...;...;0,6;9,4;...;23,5;3,0;2,8;...;...;8,0;...;...;1,5;2,7;6,3;1,0;...;2,3;...;...;2,0;4,4;-;...;...;...;...;5,9
"351020 CAPAO BONITO";...;...;...;2,7;6,0;4,4;5,4;2,7;1,9;3,5;...;15,0;3,0;0,3;1,5;3,4;4,3;2,1;1,0;2,2;10,3;-;...;8,6;2,3;...;...;1,0;4,0;4,2
"351030 CAPELA DO ALTO";...;...;...;0,6;11,4;4,9;20,0;7,0;2,3;0,3;...;...;4,0;...;2,0;3,7;2,4;2,3;1,0;2,3;15,3;...;1,0;7,8;5,3;...;...;...;...;6,2
"351040 CAPIVARI";...;...;...;0,8;6,3;7,3;3,6;2,3;2,2;4,4;...;-;-;0,2;4,2;2,4;2,7;2,0;1,0;2,5;8,7;5,4;...;6,8;7,3;...;...;...;...;4,5
"351050 CARAGUATATUBA";6,3;...;...;1,3;6,7;4,0;6,6;4,6;2,6;0,4;3,0;7,3;2,0;0,1;2,1;2,2;3,6;1,6;-;2,4;13,8;2,0;0,7;3,7;2,5;...;-;6,5;3,5;4,4
"351060 CARAPICUIBA";3,0;2,0;1,0;1,5;7,3;5,8;5,2;5,5;2,6;2,1;...;16,8;2,1;0,1;4,8;3,9;3,7;2,0;1,0;2,4;8,8;10,0;1,8;5,9;4,5;...;-;12,1;11,8;5,2
"351070 CARDOSO";...;...;1,0;1,0;8,1;3,8;3,3;4,0;...;...;3,0;7,0;...;-;2,9;1,3;2,9;2,0;...;2,5;2,0;...;...;5,9;7,0;...;...;...;...;5,1
"351080 CASA BRANCA";...;...;...;1,9;50,4;1,6;5,0;3,5;2,1;29,0;1,0;3,7;3,8;1,5;7,5;4,2;2,8;3,7;2,0;2,1;5,0;22,7;...;3,4;3,0;...;...;...;3,3;24,6
"351090 CASSIA DOS COQUEIROS";...;...;...;0,4;6,8;5,0;3,0;...;...;-;...;...;...;-;6,8;2,3;2,8;0,6;...;4,0;...;1,5;...;3,8;4,0;...;...;...;...;3,8
"351100 CASTILHO";89,0;...;...;0,8;6,7;4,2;2,8;2,5;2,0;...;...;...;...;...;3,7;3,8;3,8;23,0;...;2,4;10,0;...;...;3,7;4,8;...;...;...;...;5,2
"351110 CATANDUVA";1,0;7,0;-;0,5;11,7;8,1;10,4;4,0;1,4;3,0;...;5,2;2,0;0,2;2,8;4,0;3,5;1,6;1,0;1,4;5,5;6,3;...;4,2;2,8;...;-;...;28,0;7,5
"351120 CATIGUA";...;...;...;1,0;11,6;7,0;...;3,7;1,0;...;...;...;8,0;-;4,4;3,0;3,7;6,2;...;1,5;...;2,0;...;3,0;1,0;...;-;...;17,0;7,7
"351130 CEDRAL";...;...;...;0,8;6,8;3,2;3,0;4,3;3,0;0,5;...;...;2,0;2,7;2,1;1,4;4,6;1,9;...;2,2;-;...;...;3,3;5,0;...;-;...;...;4,1
"351140 CERQUEIRA CESAR";...;...;...;-;6,0;3,3;4,2;3,4;1,7;...;1,0;6,5;1,0;-;6,0;3,4;3,1;1,5;1,0;2,3;...;...;...;6,5;1,0;6,0;...;30,0;...;5,1
"351150 CERQUILHO";2,0;...;...;1,1;6,9;6,0;11,8;4,7;2,3;0,3;...;27,0;2,7;...;5,1;2,3;2,3;2,0;2,0;2,3;15,0;...;...;5,6;2,0;...;-;...;22,0;5,2
"351160 CESARIO LANGE";...;...;...;1,8;6,7;...;9,5;4,6;2,4;-;...;...;-;...;0,5;12,6;3,4;2,3;...;2,3;2,0;1,0;...;6,3;2,0;...;-;...;...;4,9
"351170 CHARQUEADA";...;...;...;1,4;9,1;4,9;4,2;2,3;2,9;-;...;...;-;-;2,3;2,0;2,3;3,8;...;2,1;...;2,0;...;2,8;2,5;...;...;...;...;5,3
"351190 CLEMENTINA";...;...;...;1,5;6,5;2,8;1,5;...;1,8;...;-;...;3,0;1,0;19,0;5,5;2,7;3,0;...;2,0;...;...;...;7,3;...;...;-;...;...;5,5
"351200 COLINA";...;...;...;0,6;4,8;2,4;2,7;3,4;1,7;-;-;...;1,1;-;3,0;6,3;2,4;1,3;...;2,1;15,0;-;...;2,0;1,3;...;...;...;13,4;3,8
"351210 COLOMBIA";2,0;...;...;3,0;6,7;3,0;5,0;2,0;1,5;-;...;...;-;...;4,3;0,8;4,0;-;-;2,2;...;...;...;15,0;0,5;...;...;...;14,0;4,5
"351220 CONCHAL";...;...;...;1,0;6,7;3,5;3,6;2,9;2,4;-;...;...;1,0;-;3,6;2,2;4,3;2,5;...;2,7;19,0;3,5;...;5,4;4,3;...;...;...;...;4,9
"351230 CONCHAS";...;...;...;1,0;11,2;5,4;4,0;...;2,5;-;...;9,5;1,5;2,0;3,5;6,0;2,6;2,3;...;3,6;...;...;...;5,5;6,1;4,0;...;...;11,7;6,6
"351240 CORDEIROPOLIS";...;2,0;...;0,3;18,5;2,2;11,0;...;2,5;-;...;4,5;0,3;-;1,1;2,1;3,4;1,2;...;2,1;5,8;...;...;6,0;4,3;...;...;...;...;6,9
"351250 COROADOS";...;...;...;...;7,7;4,5;2,0;12,0;1,3;...;...;...;...;...;...;1,6;3,5;...;...;2,2;...;...;...;2,7;6,0;...;...;...;0,5;5,3
"351260 CORONEL MACEDO";...;...;...;1,5;7,3;...;...;3,0;2,5;1,0;...;...;2,0;...;9,0;3,7;1,8;2,7;...;2,4;14,5;...;...;6,3;1,0;...;...;...;...;5,5
"351270 CORUMBATAI";...;...;...;1,0;5,2;5,8;8,0;1,0;2,0;...;...;...;0,5;...;-;2,2;1,0;0,5;1,0;2,3;-;...;...;3,3;15,0;...;...;...;...;3,3
"351280 COSMOPOLIS";...;...;...;2,2;11,3;9,3;3,0;8,1;2,4;0,4;3,3;0,6;1,4;-;1,7;2,0;2,6;1,9;...;2,4;6,1;-;...;3,5;2,2;...;-;...;23,0;5,9
"351290 COSMORAMA";-;...;...;0,7;6,5;4,2;9,3;...;1,8;1,0;...;9,0;-;...;2,8;1,5;3,4;4,0;...;2,1;2,5;...;...;4,6;1,6;...;-;...;...;4,7
"351300 COTIA";6,0;3,0;...;1,6;8,1;6,2;4,6;7,0;2,5;1,7;1,0;12,1;7,6;0,1;5,7;5,0;3,3;1,8;3,3;2,9;10,5;2,3;1,0;5,3;4,0;19,0;0,5;17,6;8,7;5,2
"351310 CRAVINHOS";...;...;...;0,6;9,3;6,3;2,3;4,7;2,9;0,8;...;3,2;2,7;0,5;3,8;2,5;3,2;0,9;...;2,9;2,2;3,0;...;4,2;9,3;...;2,0;19,0;14,5;5,9
"351320 CRISTAIS PAULISTA";...;...;...;-;5,5;5,0;...;...;3,0;...;...;...;...;...;2,1;1,3;1,6;0,5;...;1,7;7,0;...;...;9,4;...;...;...;...;...;4,0
"351330 CRUZALIA";...;...;...;-;6,4;...;...;2,0;2,0;...;...;...;...;...;-;...;1,0;1,0;...;2,3;...;...;...;2,0;-;...;...;...;...;3,6
"351340 CRUZEIRO";0,7;...;...;3,1;8,3;3,2;9,8;4,3;1,7;0,2;...;9,5;3,0;0,4;3,0;3,1;4,2;1,5;...;2,1;14,5;...;...;5,5;2,3;...;-;...;5,7;5,5
"351350 CUBATAO";...;...;...;0,3;8,7;14,0;10,0;3,2;2,3;3,6;1,3;3,5;4,7;-;2,3;2,9;2,0;1,0;1,0;2,7;10,8;-;2,0;3,0;8,8;...;...;9,0;19,0;5,5
"351360 CUNHA";...;...;...;1,0;5,1;4,3;4,3;0,5;2,9;1,5;...;6,7;...;-;5,4;1,9;3,0;1,8;2,0;2,2;7,0;1,0;...;5,0;2,1;...;...;...;...;4,0
"351370 DESCALVADO";11,0;...;...;1,1;4,8;4,5;3,8;4,0;2,3;3,7;...;1,0;2,0;-;2,8;2,3;2,2;1,0;...;1,7;6,1;7,0;...;4,2;1,5;...;1,0;14,0;14,0;3,5
"351380 DIADEMA";1,2;1,0;1,0;0,8;8,5;8,1;6,4;3,4;2,8;0,9;1,7;11,4;1,7;0,1;4,1;3,4;3,8;1,6;1,7;2,7;17,2;3,1;...;6,4;3,6;2,0;0,4;11,0;10,2;5,9
"351385 DIRCE REIS";...;...;...;...;3,2;...;...;...;1,0;...;1,0;-;...;...;...;2,0;2,3;1,0;...;1,6;...;...;...;3,5;2,0;...;...;...;...;2,0
"351390 DIVINOLANDIA";...;...;...;0,9;124,1;...;2,9;3,0;1,4;-;...;3,0;0,2;...;4,5;1,8;1,6;1,8;...;2,5;...;-;...;1,3;0,8;...;...;15,0;...;59,3
"351400 DOBRADA";...;...;...;1,3;4,7;6,0;2,0;9,0;1,5;...;...;7,0;...;...;9,6;5,0;1,3;1,6;...;2,0;3,0;...;...;2,4;4,0;...;...;...;6,7;4,1
"351410 DOIS CORREGOS";...;...;...;1,0;7,1;6,0;5,8;4,0;1,2;-;2,0;8,7;2,0;-;13,2;6,6;5,1;2,5;...;1,8;11,0;...;...;5,5;1,3;...;...;10,0;5,3;5,4
"351420 DOLCINOPOLIS";...;...;...;0,5;12,1;...;6,0;2,0;2,0;-;...;...;...;...;...;1,3;4,0;...;...;2,0;1,0;...;...;9,0;1,0;...;...;...;...;6,4
"351430 DOURADO";...;...;...;1,1;8,3;6,8;6,5;3,7;...;...;...;7,5;...;-;3,5;3,0;6,9;1,3;...;1,8;...;...;...;2,0;0,4;...;...;...;...;4,9
"351440 DRACENA";...;...;...;0,9;8,4;6,8;6,1;3,8;3,3;-;...;10,3;2,1;0,1;2,5;3,2;4,8;2,3;2,0;2,0;13,5;-;...;6,4;4,3;...;-;...;-;6,1
"351450 DUARTINA";-;...;...;0,8;5,6;5,1;3,5;0,9;2,7;-;...;6,0;0,7;-;2,2;3,4;2,8;1,8;...;1,9;...;...;...;3,4;-;...;...;...;...;3,8
"351460 DUMONT";...;...;...;1,1;12,5;5,8;...;3,5;2,4;12,0;...;...;...;-;5,3;1,4;1,7;1,4;...;4,0;...;2,0;...;4,0;2,8;...;...;...;...;6,4
"351470 ECHAPORA";...;...;...;0,6;9,0;1,7;6,7;5,0;3,5;...;...;...;...;-;2,3;1,9;3,1;2,5;...;3,5;...;...;...;4,0;1,7;...;...;...;...;4,5
"351480 ELDORADO";1,0;...;...;2,5;6,5;2,0;...;2,0;2,6;...;...;...;5,0;2,0;7,0;4,3;4,9;1,8;...;2,5;-;...;...;7,0;3,0;...;...;...;...;4,3
"351490 ELIAS FAUSTO";...;...;...;0,7;7,1;3,3;2,0;1,5;2,0;0,2;...;...;1,3;1,0;1,0;3,2;1,8;1,3;...;2,2;17,0;...;...;7,7;2,8;...;...;9,0;9,0;4,4
"351492 ELISIARIO";...;...;...;0,5;8,6;5,0;...;5,0;1,0;-;...;1,0;...;...;...;2,0;...;...;...;1,0;...;...;...;1,0;1,3;...;...;...;...;5,9
"351495 EMBAUBA";...;...;...;-;13,2;...;...;6,0;...;-;...;...;...;-;5,0;1,3;3,5;4,0;...;-;...;...;...;1,7;...;...;...;...;...;8,5
"351500 EMBU DAS ARTES";10,3;...;1,0;1,4;7,6;6,5;4,9;6,9;2,7;0,8;2,9;9,6;1,3;0,0;6,4;3,4;3,5;1,8;1,0;2,5;5,2;10,4;-;5,4;4,5;3,0;-;13,5;8,8;5,0
"351510 EMBU-GUACU";1,0;...;2,0;1,0;5,5;4,2;4,7;3,5;2,5;1,0;1,0;11,7;3,4;-;4,5;3,0;3,2;1,4;0,5;2,4;21,0;...;7,0;5,8;3,7;...;-;14,0;...;4,3
"351512 EMILIANOPOLIS";...;...;...;1,0;4,2;5,3;2,0;...;3,0;-;...;...;3,0;-;5,8;12,2;4,2;4,0;1,0;2,6;...;...;...;...;8,0;...;...;...;...;4,0
"351515 ENGENHEIRO COELHO";...;...;...;0,8;10,0;6,3;11,7;4,0;2,4;0,3;...;9,8;3,7;0,4;0,7;2,9;2,7;1,0;...;2,7;1,5;9,5;...;6,5;1,0;...;...;...;7,0;5,0
"351518 ESPIRITO SANTO DO PINHAL";...;...;...;1,3;35,2;5,6;6,6;8,0;1,5;1,0;...;5,4;2,8;...;3,9;3,5;3,3;1,2;2,0;1,9;2,0;-;1,0;4,7;6,3;...;...;...;...;18,6
"351519 ESPIRITO SANTO DO TURVO";1,0;...;...;1,0;9,5;3,2;3,0;1,5;1,7;...;...;...;30,0;7,0;-;8,7;3,3;1,0;...;1,9;...;...;...;7,7;-;...;...;...;...;6,6
"351520 ESTRELA D'OESTE";...;...;...;0,4;6,7;...;4,3;5,0;3,0;1,0;...;1,5;2,5;...;5,4;2,8;2,3;2,3;...;2,2;...;2,0;...;6,0;1,3;...;-;...;...;4,4
"351530 ESTRELA DO NORTE";...;...;...;1,0;10,0;3,0;6,0;5,0;3,5;-;...;...;...;-;14,5;2,0;...;1,5;...;3,3;...;...;...;...;...;...;...;...;...;6,3
"351535 EUCLIDES DA CUNHA PAULISTA";...;...;...;1,1;10,8;2,5;4,0;9,1;2,1;1,0;...;9,8;4,7;-;4,5;2,5;3,7;4,8;...;2,8;...;...;...;4,4;6,5;...;...;...;-;6,2
"351540 FARTURA";...;4,0;...;1,0;6,2;4,0;3,5;3,2;2,4;1,0;...;7,5;5,5;...;6,4;3,0;2,5;1,7;-;2,3;...;...;...;3,7;3,8;3,0;...;33,0;9,6;4,5
"351550 FERNANDOPOLIS";3,5;...;3,7;0,8;7,8;4,3;6,2;5,4;2,7;2,2;1,0;4,6;5,0;0,2;2,2;2,7;3,5;2,1;...;2,3;4,5;10,2;...;6,8;1,3;...;-;7,0;12,3;5,5
"351560 FERNANDO PRESTES";...;...;...;-;6,6;6,9;4,5;...;1,0;2,0;...;8,0;...;...;1,3;1,5;4,5;4,0;...;1,0;3,0;...;...;0,7;3,8;...;-;11,0;13,4;5,7
"351565 FERNAO";...;...;...;...;11,6;...;...;2,0;2,0;...;...;...;...;...;...;2,0;1,8;...;...;2,5;...;...;...;1,8;...;...;...;...;...;5,0
